Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Are,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2021,Season B,March,Ruhuha,Maize,0.36,0.36,36.0,Flat,Local Variety,Partial,Inorganic (NPK),0.76,Yes,Beans,Low,Sufficient,Yes,Yes,11.0,Sandy Loam,6.91,2.49,56.8,14.7,180.8,23.8,96.1,73.4,7.1,11.8,114.6,15.1
2021,Season A,September,Ruhuha,Maize,1.99,1.79,179.0,Valley,Local Variety,Yes,Inorganic (NPK),2.17,No,Beans,Low,Sufficient,Yes,No,19.8,Sandy Loam,6.85,2.46,66.0,20.2,183.7,22.2,78.4,66.9,8.0,11.0,130.2,15.48
2024,Season B,March,Rweru,Beans,0.28,0.21,21.0,Flat,Improved (RWR 2245),Yes,Inorganic (NPK),0.66,No,Beans,Low,Limited,Yes,No,16.0,Clay Soil,7.05,2.67,69.4,13.5,197.9,24.7,102.3,73.7,7.2,10.3,105.0,12.03
2020,Season B,May,Mayange,Rice,1.48,1.2,120.0,Valley,Hybrid (Komboka),No,None,0.0,No,Maize,Low,Sufficient,Yes,No,7.5,Sandy Loam,6.04,3.12,60.9,12.0,197.4,24.7,50.4,73.3,8.1,9.9,99.7,21.71
2024,Season B,May,Mayange,Beans,1.58,1.34,134.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),1.37,No,Rice,Low,Adequate,Yes,Yes,16.0,Sandy Loam,5.95,2.96,71.8,12.5,199.3,23.8,101.8,80.4,5.7,10.8,103.6,10.71
2021,Season A,September,Nyarugenge,Rice,0.54,0.4,40.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,21.1,Clay Soil,6.39,1.9,41.8,19.5,203.7,22.4,69.6,72.9,8.2,11.2,97.6,25.98
2023,Season A,September,Mareba,Maize,0.17,0.15,15.0,Valley,Local Variety,No,None,0.0,Yes,Beans,Medium,Limited,No,Yes,16.7,Sandy Loam,7.12,3.09,59.3,10.4,241.2,24.4,73.2,81.0,6.6,12.8,97.9,11.23
2020,Season A,October,Rilima,Maize,1.76,1.69,169.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,No,Beans,Low,Sufficient,No,No,18.5,Sandy Soil,6.02,2.14,41.8,11.1,212.8,24.0,78.2,82.8,6.4,9.6,90.7,22.77
2021,Season B,June,Nyarugenge,Maize,1.81,1.81,181.0,Hillside,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,Yes,No,16.7,Clay Soil,6.23,1.84,43.1,21.8,186.0,22.2,35.9,71.1,7.8,11.3,119.9,13.03
2022,Season A,December,Nyamata,Rice,2.75,2.13,213.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),1.01,No,Maize,High,Sufficient,Yes,Yes,16.3,Clay Soil,7.26,2.94,79.2,22.9,263.1,23.5,114.6,76.4,7.8,11.6,98.2,32.44
2024,Season B,June,Ntarama,Beans,1.46,1.41,141.0,Flat,Hybrid (MAC 44),Partial,Organic (Compost),0.73,Partial,Rice,Medium,Adequate,Yes,No,20.8,Sandy Soil,7.11,2.94,66.7,14.5,256.0,23.6,36.5,70.3,8.8,11.9,101.7,8.27
2024,Season A,January,Rweru,Rice,0.96,0.69,69.0,Flat,Local Variety,Partial,Inorganic (NPK),0.53,No,Maize,Low,Sufficient,Yes,No,22.3,Clay Soil,6.86,2.62,67.4,12.0,198.8,22.0,69.3,67.6,8.0,11.6,105.5,18.1
2022,Season A,December,Nyarugenge,Beans,1.47,0.98,98.0,Valley,Hybrid (MAC 44),Partial,Organic (Compost),0.4,No,Maize,Medium,Adequate,Yes,Yes,15.7,Clay Soil,6.36,2.04,43.7,25.3,196.2,23.2,66.1,81.5,6.6,9.5,100.4,11.25
2022,Season B,May,Juru,Beans,0.99,0.8,80.0,Flat,Local Variety,Partial,Inorganic (NPK),0.69,No,Maize,Low,Adequate,Yes,Yes,23.3,Sandy Loam,6.93,2.47,44.8,23.5,176.4,23.5,52.8,86.6,6.9,10.3,102.1,6.51
2024,Season A,November,Ntarama,Rice,1.65,1.27,127.0,Flat,Local Variety,Partial,Inorganic (NPK),0.39,Yes,Beans,High,Sufficient,No,No,15.9,Sandy Soil,7.03,2.94,60.8,9.3,237.2,23.7,69.5,80.9,7.9,9.7,111.5,19.14
2021,Season A,November,Ruhuha,Rice,1.43,1.35,135.0,Valley,Local Variety,Yes,Organic (Compost),0.0,No,Rice,Low,Adequate,No,Yes,19.3,Sandy Loam,7.08,2.45,57.5,16.7,179.3,22.0,73.8,76.5,6.4,11.1,104.5,18.12
2022,Season A,October,Gashora,Beans,0.54,0.53,53.0,Flat,Local Variety,Yes,Inorganic (NPK),1.09,Yes,Beans,Medium,Adequate,No,No,22.5,Loam,6.49,2.05,46.5,25.3,196.5,24.9,93.9,67.6,6.0,11.3,93.5,7.34
2023,Season B,May,Rweru,Maize,2.92,1.81,181.0,Hillside,Improved (WH507),No,None,0.0,No,Maize,High,Limited,Yes,Yes,14.9,Clay Soil,7.07,2.61,66.2,10.3,198.2,23.1,103.0,82.7,6.3,11.6,106.0,13.4
2022,Season B,March,Musenyi,Rice,0.72,0.71,71.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),0.95,Yes,Beans,Medium,Limited,Yes,Yes,23.4,Loam,7.17,2.38,38.7,12.0,257.4,22.7,112.2,74.9,8.0,10.8,112.8,24.62
2021,Season A,September,Ruhuha,Rice,2.24,1.45,145.0,Flat,Local Variety,Yes,Inorganic (NPK),2.08,No,Beans,Low,Sufficient,Yes,No,8.2,Sandy Loam,6.92,2.52,61.9,17.1,181.6,25.6,75.5,70.0,7.4,11.3,106.8,20.28
2020,Season A,September,Mareba,Maize,2.23,1.8,180.0,Hillside,Local Variety,No,None,0.0,No,Maize,Low,Limited,Yes,Yes,13.7,Sandy Loam,7.06,3.16,61.7,15.2,233.5,23.6,81.8,68.6,7.1,11.4,129.2,12.85
2020,Season A,November,Shyara,Maize,1.6,1.53,153.0,Flat,Local Variety,Partial,Inorganic (NPK),0.26,No,Beans,High,Sufficient,No,Yes,9.8,Sandy Loam,6.21,2.32,54.8,21.4,264.8,24.0,132.8,74.2,5.8,10.7,95.3,14.1
2021,Season B,June,Musenyi,Rice,0.91,0.82,82.0,Flat,Hybrid (Komboka),No,None,0.0,Yes,Maize,Medium,Sufficient,Yes,Yes,18.1,Loam,7.16,2.37,39.1,12.9,260.2,23.5,26.6,65.7,7.5,12.4,109.9,19.54
2022,Season B,March,Shyara,Beans,2.34,2.23,223.0,Valley,Improved (RWR 2245),Yes,Inorganic (NPK),0.8,No,Cassava,Medium,Limited,Yes,Yes,24.4,Sandy Loam,6.02,2.14,58.9,19.6,273.1,22.8,104.2,78.1,6.9,8.6,124.1,14.1
2021,Season A,October,Ruhuha,Maize,0.66,0.42,42.0,Hillside,Improved (WH507),Partial,Inorganic (NPK),0.19,No,Maize,Low,Adequate,No,No,6.9,Sandy Loam,7.04,2.49,60.9,20.5,176.3,22.6,114.2,84.8,6.9,9.2,108.4,20.2
2020,Season B,June,Shyara,Maize,1.28,1.23,123.0,Flat,Improved (WH507),No,None,0.0,No,Rice,High,Sufficient,Yes,No,15.2,Sandy Loam,6.11,2.41,54.9,21.8,268.1,21.8,27.3,62.6,8.0,11.8,100.8,11.71
2024,Season B,May,Rilima,Maize,2.66,2.05,205.0,Valley,Hybrid (H614D),Partial,Inorganic (NPK),0.6,No,Beans,Medium,Adequate,No,No,15.8,Sandy Soil,6.23,1.73,46.0,17.1,206.3,23.2,91.1,75.5,6.0,10.4,99.6,26.09
2023,Season A,January,Nyarugenge,Beans,0.63,0.52,52.0,Flat,Local Variety,No,None,0.0,Partial,Beans,High,Sufficient,Yes,Yes,5.1,Clay Soil,6.14,1.77,40.7,22.9,198.3,24.4,80.1,77.0,7.8,13.4,120.2,5.56
2021,Season B,March,Ruhuha,Rice,0.5,0.34,34.0,Hillside,Local Variety,Yes,Organic (Compost),0.0,No,Maize,Low,Limited,Yes,No,10.9,Sandy Loam,7.05,2.74,62.3,14.6,167.8,23.2,105.7,77.3,6.2,10.3,117.5,21.48
2021,Season B,February,Rilima,Maize,2.21,2.2,220.0,Valley,Improved (WH507),No,None,0.0,Yes,Maize,Medium,Sufficient,Yes,No,20.7,Sandy Soil,6.02,1.68,36.7,17.2,215.7,23.4,75.1,65.8,7.0,10.5,122.4,17.33
2023,Season A,December,Nyarugenge,Maize,2.43,1.87,187.0,Flat,Local Variety,Partial,Inorganic (NPK),0.22,Yes,Rice,Low,Adequate,Yes,No,13.0,Clay Soil,6.23,2.3,45.1,20.6,201.2,22.1,59.4,74.8,6.4,11.4,102.3,12.51
2022,Season B,March,Mwogo,Beans,0.48,0.36,36.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),0.41,Yes,Maize,Medium,Adequate,Yes,No,24.3,Sandy Soil,6.07,2.36,64.9,19.2,176.5,24.5,76.6,70.4,7.3,11.3,122.2,6.87
2024,Season A,September,Musenyi,Maize,0.68,0.47,47.0,Flat,Improved (WH507),Partial,Organic (Compost),0.6,No,Beans,Medium,Adequate,No,Yes,13.3,Loam,7.13,2.41,43.4,19.4,251.6,24.3,68.7,68.5,7.5,12.2,111.8,17.81
2024,Season B,May,Musenyi,Beans,2.25,2.17,217.0,Flat,Improved (RWR 2245),No,None,0.0,No,Beans,Medium,Sufficient,Yes,No,14.3,Loam,7.22,2.35,40.4,12.6,264.9,23.8,61.3,79.8,7.4,9.7,111.5,9.75
2022,Season B,June,Nyamata,Beans,1.94,1.83,183.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),0.92,No,Beans,Medium,Adequate,Yes,No,23.2,Clay Soil,7.14,2.92,75.9,23.3,253.6,21.7,38.3,63.4,8.4,12.4,107.3,7.96
2021,Season B,April,Musenyi,Maize,1.43,1.09,109.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),1.77,Yes,Maize,Low,Adequate,Yes,No,22.7,Loam,7.15,2.55,45.2,17.9,255.1,23.3,115.2,75.4,7.0,9.8,113.8,24.13
2021,Season A,September,Juru,Rice,0.51,0.33,33.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Low,Sufficient,Yes,No,11.9,Sandy Loam,6.75,2.87,47.6,19.8,182.2,21.8,60.3,73.4,7.0,11.1,121.3,26.81
2021,Season A,October,Mareba,Maize,0.72,0.51,51.0,Flat,Local Variety,No,None,0.0,Yes,Fallow,Low,Adequate,No,No,20.6,Sandy Loam,7.2,3.04,64.1,15.2,243.1,22.8,106.3,83.7,6.4,8.9,100.9,15.25
2020,Season A,December,Ntarama,Rice,2.35,1.78,178.0,Flat,Hybrid (Komboka),No,None,0.0,No,Maize,High,Adequate,No,No,22.1,Sandy Soil,7.15,2.87,60.8,9.6,236.6,23.7,58.3,74.8,7.7,11.4,125.1,18.62
2024,Season B,February,Ruhuha,Rice,2.91,2.72,272.0,Flat,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,Partial,Maize,Low,Adequate,Yes,No,11.9,Sandy Loam,6.98,2.57,64.5,15.8,198.3,24.8,69.7,72.0,8.6,11.1,121.3,29.94
2020,Season A,December,Nyarugenge,Rice,1.08,1.02,102.0,Valley,Improved (IR64 / NERICA),No,None,0.0,Yes,Maize,Medium,Limited,Yes,Yes,14.5,Clay Soil,6.18,2.21,38.2,18.4,210.4,20.4,97.7,68.5,7.6,10.9,116.8,31.01
2023,Season B,February,Juru,Maize,1.07,0.73,73.0,Flat,Improved (WH507),No,None,0.0,Partial,Maize,Low,Adequate,Yes,No,12.5,Sandy Loam,6.69,2.75,56.6,24.6,166.9,21.4,50.5,77.0,7.5,10.7,98.7,12.58
2023,Season A,September,Ngeruka,Rice,2.43,1.99,199.0,Valley,Local Variety,No,None,0.0,Partial,Beans,Medium,Adequate,Yes,No,25.0,Loam,6.98,2.91,68.7,20.4,189.7,25.1,50.9,70.1,7.0,11.3,98.8,18.92
2024,Season A,December,Rweru,Maize,0.16,0.15,15.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),1.83,No,Rice,High,Sufficient,Yes,Yes,21.8,Clay Soil,6.98,2.45,59.9,12.0,182.7,23.5,65.2,75.0,7.3,12.1,113.9,16.96
2021,Season A,October,Gashora,Maize,1.54,1.01,101.0,Hillside,Improved (WH507),No,None,0.0,No,Beans,Low,Sufficient,Yes,Yes,13.7,Loam,6.4,2.24,52.0,22.0,190.2,23.5,104.9,76.7,6.4,8.9,113.2,20.44
2023,Season A,January,Mwogo,Maize,1.22,0.91,91.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),0.42,Yes,Cassava,Low,Sufficient,No,No,7.9,Sandy Soil,5.94,2.16,66.3,21.8,172.9,21.6,73.2,66.9,8.2,11.2,118.1,22.99
2022,Season B,April,Ruhuha,Rice,0.97,0.71,71.0,Valley,Local Variety,No,None,0.0,No,Maize,High,Limited,No,No,13.4,Sandy Loam,7.03,2.52,62.6,21.3,195.9,21.9,118.2,80.5,7.5,10.5,118.8,13.68
2020,Season B,May,Kamabuye,Maize,2.47,1.69,169.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),0.47,No,Beans,Low,Sufficient,Yes,Yes,16.5,Clay Soil,7.19,2.38,43.2,21.9,215.6,23.2,99.1,73.7,7.2,12.3,89.6,23.62
2023,Season A,November,Shyara,Maize,2.91,2.12,212.0,Valley,Improved (WH507),Yes,Inorganic (NPK),1.96,No,Beans,Medium,Adequate,Yes,Yes,16.6,Sandy Loam,6.04,2.25,58.9,19.1,255.8,23.9,66.5,72.6,6.9,9.8,117.1,21.98
2020,Season B,May,Mareba,Maize,1.05,0.7,70.0,Valley,Local Variety,No,None,0.0,Yes,Maize,High,Sufficient,Yes,Yes,9.4,Sandy Loam,7.04,3.05,62.7,9.8,243.2,22.8,98.2,85.3,7.3,9.9,102.8,10.06
2021,Season A,September,Ngeruka,Beans,2.46,1.71,171.0,Flat,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Partial,Maize,Low,Sufficient,No,No,20.7,Loam,6.96,2.56,68.7,21.5,201.4,25.0,61.8,79.5,7.9,11.4,101.1,9.19
2020,Season B,June,Gashora,Beans,2.32,2.26,226.0,Valley,Hybrid (MAC 44),No,None,0.0,No,Rice,Medium,Limited,Yes,Yes,17.3,Loam,6.44,2.19,48.3,24.6,198.7,23.3,48.0,74.2,8.5,13.1,100.7,6.67
2020,Season A,October,Gashora,Rice,0.11,0.1,10.0,Flat,Local Variety,No,None,0.0,Partial,Cassava,Low,Limited,Yes,Yes,19.7,Loam,6.47,2.12,45.8,27.0,182.6,23.8,96.8,86.3,6.1,9.5,99.1,20.4
2021,Season A,December,Mareba,Maize,0.33,0.29,29.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,Yes,Maize,High,Adequate,No,Yes,16.3,Sandy Loam,7.19,2.84,57.0,14.1,242.8,23.1,69.6,73.5,7.6,11.4,110.2,17.47
2023,Season B,March,Mwogo,Maize,1.49,1.01,101.0,Valley,Local Variety,No,None,0.0,Yes,Beans,High,Adequate,No,No,24.6,Sandy Soil,6.06,2.08,70.8,17.8,164.6,24.4,92.8,73.9,7.0,12.2,120.1,12.52
2024,Season A,September,Ngeruka,Maize,1.26,1.0,100.0,Flat,Improved (WH507),Partial,Inorganic (NPK),0.32,No,Maize,Low,Limited,No,No,18.8,Loam,7.01,2.82,73.4,19.4,208.0,21.8,70.4,78.6,6.8,11.6,127.1,15.37
2020,Season B,May,Gashora,Rice,1.08,0.76,76.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,High,Adequate,No,No,24.3,Loam,6.41,2.18,51.4,27.7,183.2,22.7,98.0,84.7,6.3,10.0,94.7,25.7
2020,Season B,February,Gashora,Maize,1.59,1.38,138.0,Flat,Improved (WH507),No,None,0.0,Yes,Cassava,High,Adequate,Yes,No,14.1,Loam,6.51,2.02,51.7,24.6,181.7,21.2,75.2,71.4,7.3,10.4,111.5,14.19
2024,Season A,January,Gashora,Maize,0.42,0.33,33.0,Flat,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,No,No,9.0,Loam,6.56,2.21,51.0,24.6,190.4,22.3,82.9,75.7,7.0,10.9,118.4,17.28
2023,Season B,March,Ruhuha,Maize,2.54,2.05,205.0,Valley,Improved (WH507),Partial,Inorganic (NPK),0.29,No,Fallow,Low,Sufficient,No,Yes,21.1,Sandy Loam,6.9,2.42,64.2,19.4,190.4,22.3,132.2,82.4,6.8,9.9,121.1,17.15
2021,Season B,February,Nyarugenge,Maize,0.99,0.76,76.0,Flat,Hybrid (H614D),No,None,0.0,No,Rice,Medium,Sufficient,Yes,No,8.1,Clay Soil,6.19,2.07,40.5,24.3,193.7,25.0,88.3,67.0,8.2,12.2,98.4,21.91
2020,Season A,December,Ruhuha,Rice,2.17,2.02,202.0,Flat,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),0.76,Yes,Rice,Medium,Limited,No,No,25.0,Sandy Loam,7.06,2.41,61.4,19.1,189.6,23.8,58.7,73.8,7.6,10.3,96.7,26.64
2022,Season B,April,Rweru,Rice,1.82,1.71,171.0,Flat,Hybrid (Komboka),Yes,Mixed (Organic + Inorganic),0.58,Yes,Beans,Low,Adequate,Yes,Yes,12.0,Clay Soil,7.21,2.59,67.4,11.2,193.2,21.2,92.4,72.0,6.6,11.7,110.6,27.84
2024,Season B,May,Juru,Maize,1.04,0.93,93.0,Flat,Improved (WH507),Yes,Mixed (Organic + Inorganic),2.03,No,Cassava,Medium,Adequate,No,No,10.1,Sandy Loam,6.93,2.6,45.7,24.9,170.6,23.2,99.3,87.8,6.7,11.3,108.3,21.88
2024,Season B,March,Nyamata,Maize,0.81,0.73,73.0,Flat,Local Variety,Partial,Organic (Compost),0.36,No,Maize,Low,Sufficient,No,Yes,9.4,Clay Soil,7.02,3.13,82.3,23.7,242.9,22.1,103.3,73.2,7.6,10.2,118.7,14.17
2024,Season A,October,Kamabuye,Beans,1.05,0.99,99.0,Flat,Hybrid (MAC 44),Partial,Inorganic (NPK),0.1,Partial,Maize,Medium,Limited,No,No,19.8,Clay Soil,6.97,2.12,40.1,19.3,202.4,23.4,72.6,72.8,6.5,11.1,97.7,9.44
2022,Season B,February,Kamabuye,Maize,1.86,1.24,124.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),0.68,Partial,Beans,Low,Sufficient,No,No,21.7,Clay Soil,6.96,2.31,38.8,22.5,215.3,22.0,55.6,73.0,8.2,12.0,105.1,14.41
2024,Season B,May,Mareba,Rice,1.81,1.76,176.0,Valley,Local Variety,No,None,0.0,No,Beans,High,Sufficient,Yes,No,18.3,Sandy Loam,7.07,3.04,64.8,12.2,236.8,22.4,64.8,72.7,6.5,12.2,117.2,13.15
2024,Season A,December,Ntarama,Rice,0.65,0.39,39.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.56,No,Rice,Medium,Adequate,Yes,Yes,12.2,Sandy Soil,6.88,2.85,59.6,15.2,253.7,22.6,106.5,72.5,8.0,11.9,107.4,32.3
2024,Season A,November,Gashora,Maize,1.39,1.38,138.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),0.93,No,Beans,Medium,Sufficient,Yes,No,9.6,Loam,6.49,2.25,50.0,20.9,192.8,23.0,92.0,78.7,7.7,10.2,113.0,20.12
2021,Season B,February,Mareba,Beans,1.88,1.57,157.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Beans,Low,Adequate,Yes,No,23.9,Sandy Loam,7.06,3.04,61.2,13.1,246.8,22.7,73.3,69.4,8.0,11.4,101.7,12.91
2020,Season B,April,Nyarugenge,Rice,0.54,0.51,51.0,Valley,Hybrid (Komboka),Yes,Organic (Compost),0.0,Partial,Beans,High,Adequate,No,Yes,19.5,Clay Soil,6.28,2.01,37.1,21.4,207.1,23.9,84.9,74.7,7.8,11.0,119.8,23.62
2022,Season B,May,Shyara,Maize,0.57,0.36,36.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),1.6,Partial,Beans,Low,Adequate,Yes,No,18.5,Sandy Loam,6.24,2.35,56.4,19.8,264.7,23.4,62.2,73.2,7.5,11.2,113.6,16.93
2021,Season B,May,Ruhuha,Maize,2.01,1.56,156.0,Flat,Improved (WH507),Partial,Organic (Compost),0.17,Partial,Maize,Medium,Sufficient,No,No,16.1,Sandy Loam,7.24,2.25,58.9,19.1,203.4,23.3,60.2,86.3,6.8,11.2,89.0,15.14
2023,Season B,March,Gashora,Maize,2.58,2.3,230.0,Flat,Hybrid (H614D),Yes,Mixed (Organic + Inorganic),0.76,No,Beans,High,Adequate,Yes,No,11.9,Loam,6.41,2.26,45.1,24.9,192.0,23.3,101.2,71.2,6.7,11.6,110.1,25.77
2020,Season A,January,Juru,Beans,2.09,2.06,206.0,Flat,Hybrid (MAC 44),Partial,Organic (Compost),0.47,Partial,Maize,High,Sufficient,No,Yes,16.2,Sandy Loam,6.82,2.72,51.8,21.9,185.1,22.2,58.4,74.0,7.7,9.7,122.0,8.27
2021,Season B,May,Nyamata,Maize,1.12,0.95,95.0,Hillside,Local Variety,Yes,Inorganic (NPK),0.93,Partial,Maize,Low,Adequate,Yes,Yes,16.2,Clay Soil,7.0,3.15,76.9,24.2,251.5,22.7,92.9,89.8,6.8,12.2,92.3,15.57
2024,Season A,October,Rweru,Beans,1.88,1.61,161.0,Hillside,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),1.09,Yes,Maize,Medium,Adequate,No,No,24.7,Clay Soil,7.15,2.39,67.1,13.5,196.6,23.2,103.8,78.6,5.6,10.8,94.1,16.12
2024,Season A,November,Musenyi,Maize,2.77,2.13,213.0,Hillside,Improved (WH507),No,None,0.0,Yes,Rice,High,Adequate,Yes,No,23.7,Loam,7.04,2.43,37.6,14.7,247.8,25.4,72.7,90.7,7.1,9.9,118.1,14.05
2020,Season B,February,Rilima,Maize,0.55,0.41,41.0,Valley,Improved (WH507),No,None,0.0,Partial,Maize,Medium,Adequate,No,No,14.6,Sandy Soil,6.06,1.83,42.7,16.6,208.9,22.8,80.5,73.4,8.0,10.8,121.4,15.88
2020,Season A,December,Mayange,Rice,0.69,0.66,66.0,Hillside,Hybrid (Komboka),No,None,0.0,Partial,Rice,Medium,Adequate,No,No,9.7,Sandy Loam,6.21,2.8,58.8,9.2,209.5,23.2,84.7,70.5,7.7,10.9,122.2,23.13
2022,Season A,October,Musenyi,Rice,0.41,0.39,39.0,Flat,Improved (IR64 / NERICA),Partial,Inorganic (NPK),0.47,No,Maize,Medium,Adequate,No,No,20.0,Loam,7.18,2.16,41.8,13.7,250.8,24.6,134.5,73.1,7.3,10.5,112.8,35.2
2021,Season A,January,Mayange,Rice,2.39,2.05,205.0,Flat,Hybrid (Komboka),No,None,0.0,Partial,Rice,Medium,Sufficient,Yes,No,9.9,Sandy Loam,6.21,2.77,64.0,13.9,213.7,21.4,45.5,71.1,7.8,9.8,111.0,21.02
2021,Season B,March,Gashora,Rice,1.34,0.86,86.0,Valley,Improved (IR64 / NERICA),Yes,Inorganic (NPK),1.87,Yes,Rice,Low,Limited,No,No,13.8,Loam,6.45,1.9,55.4,21.3,201.9,23.2,74.3,77.6,6.2,10.6,111.7,28.73
2022,Season A,September,Ntarama,Rice,2.06,1.58,158.0,Valley,Local Variety,Partial,Organic (Compost),0.24,Yes,Cassava,Medium,Adequate,Yes,Yes,23.3,Sandy Soil,7.23,2.68,63.8,11.6,249.6,25.5,60.2,77.1,7.2,11.0,105.6,20.84
2023,Season A,November,Nyamata,Rice,0.74,0.59,59.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,High,Adequate,Yes,No,9.3,Clay Soil,7.07,3.31,82.1,20.7,257.3,21.1,80.2,75.4,7.2,9.5,91.0,26.42
2023,Season B,May,Ngeruka,Maize,1.29,1.23,123.0,Flat,Local Variety,No,None,0.0,Yes,Fallow,Low,Adequate,Yes,No,15.7,Loam,7.01,3.0,72.9,17.9,197.5,24.1,54.8,75.6,6.4,9.4,91.3,10.81
2023,Season B,April,Rweru,Beans,0.43,0.37,37.0,Flat,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),0.45,No,Beans,Low,Adequate,Yes,No,10.8,Clay Soil,6.91,2.52,62.0,13.9,176.0,22.5,130.5,70.8,6.5,10.8,104.8,9.98
2021,Season B,February,Gashora,Maize,2.11,2.09,209.0,Hillside,Improved (WH507),Yes,Inorganic (NPK),1.84,No,Rice,Low,Adequate,Yes,No,19.6,Loam,6.42,1.98,52.5,26.4,199.6,23.6,68.6,66.7,7.1,10.3,96.6,20.31
2023,Season B,April,Nyarugenge,Rice,2.16,1.88,188.0,Valley,Local Variety,No,None,0.0,No,Beans,High,Adequate,Yes,Yes,8.6,Clay Soil,6.2,2.27,43.1,20.5,193.7,23.0,124.3,75.2,6.9,10.7,115.3,18.8
2023,Season B,June,Gashora,Maize,2.21,1.6,160.0,Hillside,Improved (WH507),Yes,Mixed (Organic + Inorganic),1.57,Yes,Maize,Low,Adequate,No,No,23.8,Loam,6.7,2.2,48.0,21.7,202.2,22.2,29.2,74.9,8.0,14.1,100.5,18.68
2021,Season A,December,Rilima,Rice,2.29,2.22,222.0,Hillside,Improved (IR64 / NERICA),No,None,0.0,Yes,Rice,Low,Adequate,No,No,13.0,Sandy Soil,6.18,1.76,42.9,19.8,223.1,22.5,69.4,67.3,7.1,10.2,115.7,28.26
2020,Season B,June,Shyara,Rice,2.8,2.52,252.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),1.5,No,Rice,Low,Adequate,Yes,No,11.0,Sandy Loam,6.08,2.51,59.3,21.0,284.2,25.2,37.8,54.1,8.5,12.0,110.4,22.23
2020,Season A,January,Ruhuha,Maize,0.23,0.17,17.0,Flat,Hybrid (H614D),Yes,Inorganic (NPK),2.49,No,Beans,Low,Sufficient,Yes,No,23.5,Sandy Loam,7.14,2.39,62.6,19.3,181.6,20.9,80.9,74.0,7.8,11.7,113.9,28.32
2021,Season B,February,Mwogo,Beans,2.65,1.95,195.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),1.09,Partial,Rice,High,Sufficient,Yes,No,15.8,Sandy Soil,6.25,1.85,68.5,23.2,152.8,20.4,93.4,68.2,6.7,11.6,117.2,8.92
2023,Season A,January,Gashora,Beans,1.2,1.05,105.0,Valley,Improved (RWR 2245),No,None,0.0,Yes,Maize,Low,Adequate,No,No,20.9,Loam,6.64,2.03,52.7,25.2,192.7,22.3,40.3,68.6,8.1,10.5,95.2,11.25
2022,Season A,November,Nyarugenge,Maize,2.76,2.06,206.0,Hillside,Local Variety,Partial,Inorganic (NPK),0.52,No,Fallow,Medium,Limited,Yes,Yes,17.8,Clay Soil,6.28,2.21,43.2,24.9,205.5,24.9,85.6,74.1,6.5,11.5,118.5,12.9
2023,Season A,January,Rweru,Beans,1.78,1.11,111.0,Hillside,Hybrid (MAC 44),Partial,Inorganic (NPK),0.74,No,Fallow,Low,Adequate,No,Yes,16.6,Clay Soil,6.94,2.6,70.7,15.1,193.0,22.5,60.1,69.7,8.0,13.0,105.0,9.26
