Year,Season,Month,Sector,Crop_Type,Farm_Size_Ha,Area_Planted_Ha,Area_Planted_Are,Terrain_Type,Seed_Variety,Fertilizer_Used,Fertilizer_Type,Fertilizer_Amount_Kg_Ha,Irrigation_Used,Previous_Crop,Pest_Disease_Pressure,Labor_Availability,Extension_Service_Access,Credit_Access,Market_Distance_km,Soil_Type,Soil_pH,Organic_Matter_Pct,Nitrogen_ppm,Phosphorus_ppm,Potassium_ppm,Avg_Temperature_Celsius,Total_Rainfall_mm,Relative_Humidity_Pct,Sunshine_Hours_per_Day,Wind_Speed_kmh,Evapotranspiration_mm,Yield_Kg_per_Area_Planted
2020,Season A,October,Ruhuha,Beans,1.46,1.3,130.0,Flat,Improved (RWR 2245),Partial,Inorganic (NPK),35.7,No,Fallow,High,Adequate,No,Yes,11.2,Sandy Loam,7.12,2.63,61.5,19.8,182.0,22.7,70.7,85.4,7.3,9.4,96.7,12.4
2022,Season B,March,Rweru,Rice,0.35,0.33,33.0,Hillside,Local Variety,No,None,0.0,No,Beans,High,Adequate,Yes,No,19.7,Clay Soil,6.94,2.49,64.6,12.4,196.0,24.4,90.6,76.3,8.0,9.8,109.3,15.95
2020,Season A,December,Ruhuha,Beans,2.36,1.61,161.0,Hillside,Improved (RWR 2245),No,None,0.0,Yes,Beans,Low,Limited,Yes,Yes,22.5,Sandy Loam,7.05,2.39,67.0,17.7,180.2,22.9,67.9,75.3,8.2,10.7,108.7,11.64
2023,Season A,October,Shyara,Rice,0.75,0.48,48.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Maize,Medium,Limited,Yes,No,10.3,Sandy Loam,6.05,2.4,56.0,19.7,269.2,21.3,119.1,85.1,7.3,9.3,87.3,30.42
2022,Season B,April,Shyara,Maize,2.88,1.98,198.0,Hillside,Local Variety,No,None,0.0,No,Maize,Low,Sufficient,Yes,No,13.6,Sandy Loam,6.23,2.41,55.4,22.3,264.2,23.7,128.0,77.5,6.9,10.6,117.0,13.41
2022,Season A,October,Mwogo,Rice,2.46,2.13,213.0,Hillside,Local Variety,Partial,Inorganic (NPK),57.8,No,Maize,Low,Adequate,Yes,No,20.3,Sandy Soil,6.01,2.22,70.5,22.6,159.4,25.5,76.4,85.9,5.6,10.3,114.6,19.75
2020,Season A,December,Gashora,Maize,2.79,2.05,205.0,Flat,Hybrid (H614D),Yes,Inorganic (NPK),42.7,Partial,Beans,Low,Limited,Yes,No,8.0,Loam,6.57,2.18,43.8,23.2,188.0,22.4,113.0,75.5,7.9,11.7,103.9,30.07
2021,Season B,February,Gashora,Maize,0.67,0.56,56.0,Hillside,Hybrid (H614D),No,None,0.0,No,Fallow,Low,Sufficient,No,No,8.6,Loam,6.46,1.87,53.0,27.2,185.1,21.7,87.3,67.9,7.3,12.4,108.8,23.75
2024,Season A,October,Ntarama,Beans,0.75,0.59,59.0,Hillside,Hybrid (MAC 44),Yes,Organic (Compost),0.0,No,Fallow,Medium,Sufficient,Yes,Yes,13.1,Sandy Soil,7.26,2.78,63.4,13.1,245.1,24.4,151.4,80.0,6.4,11.1,116.2,10.06
2021,Season B,June,Shyara,Maize,0.26,0.19,19.0,Hillside,Local Variety,No,None,0.0,Yes,Cassava,Low,Limited,Yes,Yes,12.6,Sandy Loam,6.36,2.37,61.6,20.4,264.3,22.4,25.3,70.4,7.7,10.6,114.9,11.04
2021,Season A,December,Juru,Beans,0.5,0.46,46.0,Flat,Local Variety,Partial,Organic (Compost),70.6,No,Maize,High,Sufficient,No,No,17.2,Sandy Loam,6.99,2.54,47.9,22.7,184.3,21.4,58.9,70.9,7.4,12.4,102.0,5.8
2022,Season A,January,Mareba,Maize,1.85,1.5,150.0,Flat,Improved (WH507),Partial,Inorganic (NPK),55.6,No,Rice,Medium,Sufficient,Yes,Yes,6.9,Sandy Loam,6.97,2.83,63.8,12.7,230.4,21.8,90.5,75.4,7.8,12.4,112.9,18.36
2020,Season B,June,Rilima,Beans,1.08,0.79,79.0,Valley,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Yes,Cassava,Medium,Adequate,Yes,No,7.8,Sandy Soil,6.12,1.81,41.4,17.5,205.9,21.1,38.5,68.8,9.7,13.3,115.2,9.22
2024,Season B,May,Rilima,Beans,2.03,1.52,152.0,Hillside,Improved (RWR 2245),No,None,0.0,Yes,Beans,Low,Sufficient,No,No,20.5,Sandy Soil,6.16,1.65,43.7,17.8,220.2,25.3,76.2,82.2,6.6,10.0,97.9,11.56
2022,Season A,October,Nyarugenge,Rice,2.39,1.48,148.0,Valley,Local Variety,No,None,0.0,Yes,Fallow,Low,Limited,Yes,No,18.9,Clay Soil,6.23,2.09,42.0,20.7,203.4,24.0,101.1,75.3,6.2,10.9,109.8,21.73
2022,Season A,January,Mayange,Maize,1.46,0.93,93.0,Valley,Hybrid (H614D),Yes,Mixed (Organic + Inorganic),211.1,Yes,Cassava,High,Limited,No,No,6.5,Sandy Loam,6.02,2.8,64.4,14.5,206.7,23.4,69.6,77.8,7.9,11.2,103.0,23.26
2023,Season A,December,Ngeruka,Beans,2.72,1.86,186.0,Valley,Hybrid (MAC 44),Yes,Organic (Compost),0.0,Yes,Maize,Medium,Adequate,No,No,8.4,Loam,6.81,2.46,70.9,20.6,198.3,23.0,59.2,73.5,7.3,10.6,109.1,11.07
2023,Season A,September,Nyamata,Rice,1.24,0.91,91.0,Flat,Hybrid (Komboka),No,None,0.0,No,Maize,Medium,Sufficient,Yes,No,24.7,Clay Soil,7.02,3.3,76.6,22.4,262.0,26.7,81.4,79.5,7.7,11.6,105.3,22.17
2023,Season B,February,Musenyi,Beans,1.56,1.38,138.0,Flat,Hybrid (MAC 44),No,None,0.0,Yes,Cassava,Low,Sufficient,Yes,No,24.6,Loam,7.12,2.67,43.6,15.4,256.3,22.3,44.1,69.1,7.3,12.0,112.9,7.49
2023,Season A,January,Mwogo,Beans,1.84,1.75,175.0,Hillside,Local Variety,No,None,0.0,No,Beans,Medium,Adequate,Yes,No,17.8,Sandy Soil,6.01,2.13,64.0,22.2,143.8,22.4,52.5,73.6,7.8,11.2,114.3,6.14
2020,Season A,October,Musenyi,Maize,1.09,0.85,85.0,Hillside,Improved (WH507),No,None,0.0,No,Beans,Medium,Adequate,No,No,24.7,Loam,6.96,2.32,39.4,16.1,246.5,22.8,113.4,84.1,6.7,9.6,97.3,17.28
2023,Season A,November,Gashora,Rice,1.21,1.01,101.0,Flat,Improved (IR64 / NERICA),No,None,0.0,No,Fallow,High,Adequate,Yes,No,12.2,Loam,6.48,2.34,47.0,25.3,184.2,20.4,71.9,73.2,6.1,9.7,119.8,23.86
2023,Season B,April,Nyamata,Rice,2.92,2.07,207.0,Flat,Hybrid (Komboka),Yes,Inorganic (NPK),47.3,No,Maize,High,Adequate,Yes,Yes,12.2,Clay Soil,7.18,3.21,78.0,23.0,265.2,21.9,91.6,72.3,7.2,11.5,101.0,18.99
2020,Season B,April,Mayange,Beans,1.25,1.02,102.0,Flat,Local Variety,Yes,Inorganic (NPK),236.6,Partial,Beans,Low,Adequate,No,Yes,23.5,Sandy Loam,5.92,2.91,64.7,15.8,207.7,21.6,150.8,76.9,6.8,10.4,103.0,7.19
2021,Season B,March,Ruhuha,Maize,1.74,1.37,137.0,Valley,Local Variety,Partial,Inorganic (NPK),19.7,Yes,Beans,Medium,Adequate,No,Yes,9.1,Sandy Loam,7.08,2.36,56.7,16.9,179.9,23.6,103.7,77.6,6.9,9.9,111.2,15.47
2022,Season A,January,Rilima,Beans,2.53,2.52,252.0,Hillside,Improved (RWR 2245),No,None,0.0,No,Maize,Medium,Sufficient,No,No,18.4,Sandy Soil,6.13,1.99,41.8,13.2,221.1,22.0,77.9,70.0,8.4,10.8,120.2,12.37
2022,Season A,October,Shyara,Rice,2.21,2.18,218.0,Valley,Hybrid (Komboka),Partial,Organic (Compost),10.0,No,Fallow,Medium,Adequate,No,Yes,15.2,Sandy Loam,6.15,2.29,53.9,24.2,281.3,23.1,74.2,71.5,7.0,10.7,117.3,22.46
2021,Season A,January,Juru,Rice,1.03,0.69,69.0,Valley,Hybrid (Komboka),No,None,0.0,Yes,Rice,Low,Limited,Yes,No,13.1,Sandy Loam,6.93,2.56,48.9,22.1,184.5,21.8,83.5,75.0,7.2,11.9,93.9,22.23
2024,Season A,September,Ruhuha,Rice,2.93,2.89,289.0,Flat,Hybrid (Komboka),Partial,Inorganic (NPK),37.1,Yes,Maize,Low,Limited,No,No,17.9,Sandy Loam,6.9,2.38,63.2,22.3,178.7,22.7,66.4,69.6,7.1,12.2,116.1,20.64
2024,Season B,June,Ruhuha,Beans,0.8,0.49,49.0,Valley,Improved (RWR 2245),Partial,Inorganic (NPK),74.2,Yes,Beans,High,Sufficient,Yes,Yes,11.2,Sandy Loam,6.97,2.67,64.2,20.0,193.2,25.8,39.1,67.9,7.8,12.3,111.8,8.96
2023,Season B,March,Rweru,Beans,2.33,1.93,193.0,Hillside,Local Variety,Yes,Inorganic (NPK),182.4,No,Beans,Low,Adequate,No,No,15.0,Clay Soil,7.06,2.62,63.3,9.9,195.3,24.1,67.1,75.1,7.1,11.7,114.0,7.06
2024,Season B,March,Mwogo,Maize,2.81,2.4,240.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,Yes,Beans,Low,Adequate,No,No,23.7,Sandy Soil,6.1,1.73,66.1,20.6,148.2,23.3,66.5,74.4,7.2,10.4,116.4,23.77
2023,Season A,October,Mareba,Rice,0.64,0.59,59.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,No,Rice,Low,Adequate,No,Yes,22.0,Sandy Loam,6.93,2.8,65.4,10.3,241.4,22.8,74.8,71.8,6.4,9.5,88.2,26.31
2024,Season A,December,Mwogo,Rice,0.59,0.37,37.0,Valley,Hybrid (Komboka),No,None,0.0,No,Maize,High,Adequate,No,Yes,6.2,Sandy Soil,5.84,2.16,72.2,21.3,168.3,21.9,90.7,73.6,7.2,11.9,123.5,21.25
2020,Season B,April,Kamabuye,Maize,0.16,0.14,14.0,Hillside,Local Variety,Yes,Inorganic (NPK),58.8,No,Rice,Low,Sufficient,No,No,22.1,Clay Soil,7.11,2.15,38.4,21.6,207.3,21.9,113.0,82.1,6.0,9.7,97.6,14.67
2020,Season B,June,Rweru,Rice,1.1,1.09,109.0,Hillside,Hybrid (Komboka),No,None,0.0,Partial,Fallow,Low,Limited,Yes,Yes,23.7,Clay Soil,6.92,2.82,69.0,12.2,190.6,24.3,27.0,59.9,9.1,12.2,112.3,18.77
2020,Season A,September,Mayange,Beans,1.26,0.96,96.0,Flat,Hybrid (MAC 44),No,None,0.0,Yes,Beans,Low,Adequate,Yes,Yes,10.8,Sandy Loam,5.91,2.56,65.2,10.9,212.7,24.0,100.9,69.9,7.2,10.8,130.1,9.17
2023,Season A,October,Ntarama,Maize,1.44,0.89,89.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),139.7,No,Beans,Low,Sufficient,Yes,Yes,5.2,Sandy Soil,7.25,2.83,64.6,11.5,240.4,25.0,70.6,79.2,6.3,9.2,109.1,16.38
2023,Season B,February,Mareba,Beans,1.21,1.1,110.0,Flat,Local Variety,No,None,0.0,Yes,Fallow,Low,Adequate,No,No,15.7,Sandy Loam,7.01,2.91,63.5,13.4,237.1,21.7,63.0,66.4,7.0,10.2,113.6,6.99
2023,Season A,September,Shyara,Rice,1.78,1.73,173.0,Valley,Hybrid (Komboka),No,None,0.0,Partial,Rice,Medium,Limited,No,No,10.2,Sandy Loam,6.15,2.22,54.4,21.5,275.5,24.3,83.3,72.3,7.3,13.0,100.4,21.96
2023,Season B,February,Ruhuha,Maize,1.61,1.25,125.0,Hillside,Improved (WH507),Partial,Inorganic (NPK),78.8,Yes,Beans,Medium,Sufficient,Yes,No,20.7,Sandy Loam,6.8,2.52,64.4,17.8,182.3,23.4,80.6,70.6,7.0,8.7,102.0,22.13
2020,Season B,April,Musenyi,Maize,2.28,1.56,156.0,Hillside,Improved (WH507),No,None,0.0,No,Rice,Low,Adequate,Yes,No,10.7,Loam,7.18,2.18,46.1,16.1,243.8,22.9,128.1,80.4,6.6,11.1,105.2,16.79
2022,Season B,February,Gashora,Maize,2.1,1.72,172.0,Hillside,Local Variety,No,None,0.0,Partial,Maize,Low,Sufficient,Yes,No,18.0,Loam,6.44,2.04,45.4,24.1,183.5,22.5,61.5,72.8,6.9,9.5,125.8,11.95
2021,Season A,January,Nyamata,Rice,2.56,1.78,178.0,Valley,Hybrid (Komboka),No,None,0.0,Partial,Maize,Low,Limited,Yes,No,13.0,Clay Soil,7.11,3.02,79.5,28.0,266.0,20.5,86.2,74.7,7.4,12.5,110.8,19.64
2022,Season B,March,Rilima,Maize,2.6,1.97,197.0,Flat,Local Variety,No,None,0.0,Partial,Beans,Low,Sufficient,Yes,No,6.5,Sandy Soil,6.16,1.68,47.6,15.4,225.2,22.8,87.8,72.8,6.7,11.2,102.6,13.88
2024,Season A,November,Ruhuha,Beans,0.58,0.48,48.0,Flat,Improved (RWR 2245),No,None,0.0,No,Cassava,Low,Adequate,Yes,Yes,10.8,Sandy Loam,6.92,2.55,59.9,17.2,189.8,22.8,70.3,71.5,7.0,10.4,108.5,13.79
2020,Season A,September,Ngeruka,Rice,1.14,0.77,77.0,Flat,Improved (IR64 / NERICA),No,None,0.0,Partial,Cassava,High,Sufficient,No,No,15.3,Loam,7.04,2.8,80.7,18.6,204.0,22.7,101.1,71.8,7.4,11.8,114.4,28.87
2023,Season B,May,Mareba,Rice,1.83,1.8,180.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Low,Limited,Yes,No,19.0,Sandy Loam,7.12,2.69,61.7,11.2,230.2,23.6,88.2,71.5,7.0,11.0,117.8,28.26
2023,Season A,November,Nyarugenge,Rice,0.93,0.68,68.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),61.4,Partial,Maize,Medium,Limited,Yes,Yes,14.0,Clay Soil,6.16,2.08,37.4,22.1,205.8,25.0,99.1,78.8,6.6,10.2,120.6,26.34
2023,Season B,February,Shyara,Maize,2.7,1.68,168.0,Valley,Improved (WH507),No,None,0.0,Yes,Maize,Medium,Sufficient,Yes,No,21.3,Sandy Loam,6.16,2.44,52.1,23.1,281.9,22.4,98.1,69.2,7.2,10.9,117.2,17.84
2023,Season A,January,Gashora,Maize,2.28,1.58,158.0,Valley,Improved (WH507),Yes,Mixed (Organic + Inorganic),210.1,Yes,Rice,Medium,Limited,Yes,No,23.5,Loam,6.61,2.43,54.9,24.3,188.1,21.1,46.5,80.0,8.1,9.6,115.1,15.74
2021,Season A,September,Mayange,Maize,2.34,1.94,194.0,Valley,Improved (WH507),Partial,Organic (Compost),23.2,No,Beans,Low,Adequate,No,Yes,20.7,Sandy Loam,5.89,3.1,67.8,6.9,215.7,24.2,101.1,77.5,7.9,12.0,105.8,20.37
2021,Season A,September,Mwogo,Rice,0.32,0.21,21.0,Hillside,Hybrid (Komboka),Yes,Organic (Compost),0.0,No,Rice,Low,Adequate,Yes,No,22.6,Sandy Soil,6.12,1.88,67.8,21.8,173.9,24.7,66.1,66.5,6.6,10.8,102.0,26.18
2024,Season A,November,Kamabuye,Rice,1.11,0.72,72.0,Valley,Improved (IR64 / NERICA),Yes,Organic (Compost),0.0,Partial,Beans,Medium,Adequate,Yes,Yes,12.2,Clay Soil,7.14,2.29,40.2,17.0,197.7,24.9,71.3,78.1,6.1,10.0,90.1,33.15
2021,Season B,June,Nyarugenge,Rice,2.53,1.83,183.0,Valley,Hybrid (Komboka),Yes,Inorganic (NPK),44.2,No,Beans,Low,Sufficient,No,No,10.0,Clay Soil,6.18,2.34,45.9,23.7,185.6,24.0,36.6,63.4,8.0,13.0,132.0,19.74
2023,Season B,February,Kamabuye,Rice,0.4,0.32,32.0,Flat,Improved (IR64 / NERICA),No,None,0.0,Partial,Maize,High,Adequate,Yes,No,10.9,Clay Soil,7.1,2.28,47.8,19.7,202.5,24.2,58.3,74.6,7.7,12.5,99.7,22.75
2023,Season A,December,Juru,Rice,2.57,1.73,173.0,Valley,Hybrid (Komboka),Partial,Inorganic (NPK),23.3,No,Beans,Medium,Adequate,Yes,No,8.5,Sandy Loam,6.98,2.8,48.4,25.4,179.6,23.2,93.6,72.6,8.9,11.1,102.3,28.71
2021,Season B,April,Shyara,Beans,2.28,1.43,143.0,Hillside,Local Variety,No,None,0.0,Yes,Maize,Low,Sufficient,No,Yes,18.9,Sandy Loam,6.05,2.28,59.0,20.2,261.9,25.1,110.9,77.9,6.2,9.2,118.6,6.18
2021,Season B,April,Mwogo,Beans,1.75,1.48,148.0,Flat,Local Variety,Yes,Organic (Compost),0.0,No,Fallow,Low,Adequate,No,No,8.2,Sandy Soil,5.85,2.01,68.2,20.4,163.5,22.4,120.4,75.8,6.6,10.9,119.3,7.27
2021,Season B,April,Juru,Beans,1.76,1.7,170.0,Valley,Local Variety,Yes,Organic (Compost),0.0,Partial,Beans,Low,Adequate,No,Yes,6.0,Sandy Loam,6.95,2.53,51.3,25.2,179.6,23.7,124.7,68.6,7.5,12.0,93.4,7.08
2022,Season A,September,Ruhuha,Beans,2.07,1.57,157.0,Hillside,Hybrid (MAC 44),No,None,0.0,No,Cassava,Medium,Sufficient,No,No,10.8,Sandy Loam,6.92,2.23,61.1,17.1,183.5,24.1,73.3,76.8,7.8,12.0,130.3,9.6
2022,Season B,February,Kamabuye,Beans,0.46,0.43,43.0,Hillside,Hybrid (MAC 44),No,None,0.0,Partial,Maize,Low,Limited,Yes,Yes,24.3,Clay Soil,7.2,2.26,44.0,20.2,214.0,20.7,57.9,72.1,7.8,11.5,121.9,8.57
2023,Season A,December,Ngeruka,Maize,0.64,0.49,49.0,Valley,Local Variety,Yes,Mixed (Organic + Inorganic),133.1,Yes,Cassava,Medium,Adequate,Yes,Yes,5.4,Loam,6.98,2.73,74.2,20.7,191.8,23.2,110.3,63.0,7.2,11.7,97.5,17.06
2023,Season A,November,Mareba,Beans,1.35,1.02,102.0,Flat,Local Variety,Partial,Organic (Compost),31.2,Yes,Beans,Low,Adequate,Yes,No,11.8,Sandy Loam,7.03,2.8,56.8,14.2,233.3,23.0,133.5,74.6,7.5,9.6,108.5,7.33
2024,Season B,March,Juru,Rice,0.41,0.41,41.0,Flat,Hybrid (Komboka),No,None,0.0,No,Beans,High,Limited,Yes,No,23.9,Sandy Loam,7.19,2.67,42.4,26.4,172.9,21.3,114.7,69.8,7.4,10.7,128.6,18.55
2022,Season A,December,Mayange,Maize,0.24,0.18,18.0,Hillside,Improved (WH507),Partial,Inorganic (NPK),24.6,Partial,Maize,Low,Sufficient,Yes,No,22.0,Sandy Loam,5.93,2.74,68.8,13.6,213.6,23.3,83.1,68.3,7.4,11.8,114.8,22.8
2023,Season B,March,Mayange,Rice,2.24,1.4,140.0,Valley,Improved (IR64 / NERICA),Yes,Mixed (Organic + Inorganic),89.2,No,Beans,Low,Sufficient,Yes,No,18.6,Sandy Loam,6.0,2.85,66.1,14.8,196.7,19.8,115.6,81.7,7.0,9.9,102.7,39.5
2023,Season B,May,Ruhuha,Rice,1.28,0.83,83.0,Flat,Local Variety,Yes,Mixed (Organic + Inorganic),177.5,No,Beans,Medium,Sufficient,Yes,No,14.3,Sandy Loam,6.91,2.68,61.0,17.6,180.5,24.5,99.2,73.5,7.4,11.4,111.5,21.83
2021,Season B,February,Mwogo,Beans,0.77,0.5,50.0,Valley,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),238.1,Yes,Maize,Low,Adequate,Yes,No,12.8,Sandy Soil,5.87,2.28,71.8,19.8,160.7,22.6,51.6,69.8,7.9,9.7,95.7,14.16
2022,Season A,October,Rilima,Beans,2.86,2.22,222.0,Flat,Improved (RWR 2245),No,None,0.0,No,Fallow,Medium,Limited,Yes,Yes,21.4,Sandy Soil,6.18,1.92,43.9,17.0,206.5,25.7,130.9,74.0,6.6,8.1,114.1,10.76
2021,Season A,January,Ngeruka,Rice,1.48,1.02,102.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),223.7,No,Fallow,Low,Sufficient,Yes,No,21.9,Loam,7.13,2.78,72.0,19.5,200.9,22.2,92.3,73.0,7.9,12.0,119.5,34.89
2022,Season B,March,Musenyi,Rice,2.04,2.03,203.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Beans,Low,Adequate,No,Yes,14.0,Loam,7.31,2.42,40.2,13.6,249.4,23.6,58.0,80.8,7.2,9.5,100.7,24.28
2024,Season B,February,Rilima,Beans,0.12,0.08,8.0,Valley,Hybrid (MAC 44),Yes,Inorganic (NPK),63.6,No,Rice,Low,Limited,Yes,No,7.9,Sandy Soil,6.02,2.08,39.1,18.3,195.6,22.6,91.2,75.5,7.5,10.6,103.9,11.18
2020,Season A,January,Mayange,Maize,1.26,0.84,84.0,Flat,Improved (WH507),Partial,Inorganic (NPK),76.3,Yes,Cassava,Low,Sufficient,Yes,Yes,22.2,Sandy Loam,6.07,2.85,63.5,15.4,196.7,23.7,69.5,65.6,7.6,7.9,115.5,20.19
2021,Season A,December,Mwogo,Rice,1.05,0.73,73.0,Valley,Improved (IR64 / NERICA),Partial,Inorganic (NPK),78.3,No,Fallow,Medium,Adequate,No,No,14.4,Sandy Soil,6.1,2.16,67.3,16.6,163.7,21.7,105.8,70.4,7.6,10.8,113.6,34.62
2021,Season B,June,Mareba,Rice,0.16,0.16,16.0,Hillside,Hybrid (Komboka),No,None,0.0,Yes,Rice,Medium,Limited,Yes,No,20.7,Sandy Loam,7.1,2.95,67.5,13.6,231.9,23.6,47.8,65.5,8.8,12.6,117.1,18.01
2023,Season B,May,Nyarugenge,Maize,0.29,0.19,19.0,Flat,Improved (WH507),No,None,0.0,No,Maize,Low,Adequate,Yes,No,7.5,Clay Soil,6.2,2.31,40.0,22.3,177.1,22.5,70.4,78.0,6.1,11.4,88.7,15.48
2022,Season A,November,Juru,Beans,1.18,0.93,93.0,Valley,Improved (RWR 2245),Yes,Inorganic (NPK),227.3,Partial,Beans,Low,Adequate,Yes,Yes,6.1,Sandy Loam,6.83,2.57,48.9,24.3,166.2,24.1,85.1,74.7,6.8,9.0,90.1,15.67
2021,Season B,April,Mayange,Rice,2.04,1.8,180.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Cassava,Medium,Sufficient,No,No,21.5,Sandy Loam,6.08,2.73,65.4,15.1,213.7,23.0,136.5,80.4,7.0,8.8,103.0,31.33
2020,Season A,September,Mwogo,Rice,1.74,1.49,149.0,Valley,Hybrid (Komboka),No,None,0.0,No,Beans,Medium,Limited,Yes,Yes,23.8,Sandy Soil,5.97,1.84,67.6,19.9,167.0,20.8,63.5,68.5,7.2,11.5,112.2,18.53
2020,Season B,February,Gashora,Beans,2.65,2.33,233.0,Flat,Local Variety,No,None,0.0,Yes,Rice,Medium,Limited,No,No,16.8,Loam,6.68,2.2,51.5,24.2,191.8,21.7,51.3,72.4,7.2,11.6,107.7,6.3
2020,Season B,April,Ntarama,Maize,2.8,2.3,230.0,Hillside,Improved (WH507),Yes,Organic (Compost),0.0,Partial,Fallow,Medium,Limited,Yes,No,23.4,Sandy Soil,7.16,3.02,61.7,12.6,240.2,24.2,76.8,76.8,7.3,10.6,105.2,17.76
2022,Season A,October,Mwogo,Maize,1.15,0.7,70.0,Valley,Local Variety,No,None,0.0,Yes,Maize,Low,Adequate,Yes,No,6.3,Sandy Soil,5.98,1.77,65.1,20.7,162.7,24.2,104.2,77.9,6.3,10.4,108.4,14.9
2021,Season A,November,Shyara,Maize,2.94,2.46,246.0,Flat,Improved (WH507),Partial,Inorganic (NPK),52.9,No,Maize,Medium,Adequate,Yes,Yes,12.4,Sandy Loam,6.16,2.31,57.0,19.0,273.8,22.1,130.3,76.0,7.6,12.2,96.8,17.7
2024,Season B,June,Ntarama,Beans,0.4,0.31,31.0,Valley,Hybrid (MAC 44),Yes,Mixed (Organic + Inorganic),72.8,Yes,Fallow,Medium,Adequate,Yes,Yes,16.6,Sandy Soil,7.38,3.01,61.2,10.0,238.7,22.0,26.1,66.5,8.7,11.5,104.6,8.94
2020,Season B,April,Rilima,Rice,0.43,0.41,41.0,Valley,Improved (IR64 / NERICA),No,None,0.0,No,Rice,Medium,Adequate,Yes,No,24.4,Sandy Soil,6.1,1.7,45.0,14.4,215.6,22.2,121.1,77.8,6.1,12.0,111.3,29.57
2022,Season A,December,Ntarama,Beans,1.84,1.46,146.0,Valley,Hybrid (MAC 44),Yes,Organic (Compost),0.0,No,Beans,Low,Sufficient,Yes,No,22.0,Sandy Soil,7.06,2.92,65.3,10.9,240.5,23.3,54.3,71.8,8.1,11.1,122.7,9.37
2023,Season B,May,Nyamata,Rice,2.43,1.51,151.0,Hillside,Hybrid (Komboka),Partial,Inorganic (NPK),49.3,No,Maize,Low,Limited,No,No,16.4,Clay Soil,7.23,3.29,81.4,23.7,247.0,22.9,90.2,81.7,6.4,12.2,115.8,21.29
2022,Season A,November,Gashora,Beans,0.19,0.12,12.0,Hillside,Improved (RWR 2245),Yes,Mixed (Organic + Inorganic),178.7,Partial,Beans,Low,Sufficient,Yes,Yes,13.5,Loam,6.55,2.09,44.5,20.7,200.4,22.2,75.3,79.9,6.0,11.5,113.6,15.6
2022,Season B,February,Nyamata,Maize,2.82,1.83,183.0,Flat,Hybrid (H614D),Partial,Inorganic (NPK),70.9,No,Maize,Medium,Adequate,Yes,No,21.7,Clay Soil,7.14,3.28,74.0,22.3,243.4,22.5,43.4,71.4,7.3,10.7,109.1,19.17
2022,Season A,September,Juru,Maize,2.59,2.27,227.0,Hillside,Local Variety,Yes,Mixed (Organic + Inorganic),36.1,Partial,Rice,Low,Adequate,Yes,No,6.0,Sandy Loam,6.86,2.59,48.7,16.6,169.5,22.3,90.2,72.2,7.6,10.9,106.7,16.58
2022,Season B,June,Juru,Rice,2.17,1.37,137.0,Flat,Improved (IR64 / NERICA),Yes,Inorganic (NPK),34.4,No,Beans,High,Sufficient,Yes,No,20.6,Sandy Loam,7.04,2.36,49.4,25.5,177.5,21.9,42.9,67.8,8.8,10.7,124.4,19.53
2022,Season B,April,Mareba,Beans,0.72,0.53,53.0,Valley,Improved (RWR 2245),No,None,0.0,Yes,Maize,Low,Sufficient,No,No,8.8,Sandy Loam,7.16,2.81,61.9,8.7,213.2,23.8,98.9,75.4,5.9,10.9,121.8,13.08
2023,Season B,April,Rilima,Maize,0.47,0.43,43.0,Hillside,Improved (WH507),No,None,0.0,No,Beans,Low,Adequate,Yes,Yes,17.4,Sandy Soil,6.0,2.0,44.3,15.8,195.3,25.0,98.1,72.5,6.2,11.7,98.4,19.24
2024,Season A,January,Nyarugenge,Maize,2.71,2.3,230.0,Valley,Improved (WH507),Yes,Organic (Compost),0.0,No,Beans,Low,Sufficient,Yes,Yes,17.3,Clay Soil,6.17,2.45,34.3,24.6,193.2,23.2,41.7,70.2,6.8,10.8,98.4,19.73
2020,Season A,October,Ngeruka,Maize,2.35,2.11,211.0,Flat,Improved (WH507),No,None,0.0,Yes,Maize,Low,Adequate,Yes,No,6.9,Loam,7.12,2.74,72.9,19.6,194.8,27.2,109.5,82.7,6.2,11.6,115.6,16.66
2022,Season B,June,Nyamata,Beans,2.92,2.47,247.0,Flat,Improved (RWR 2245),No,None,0.0,Yes,Maize,Medium,Adequate,Yes,No,19.7,Clay Soil,7.07,3.34,74.9,24.4,252.9,24.5,48.4,68.2,7.9,10.5,120.8,10.78
2023,Season A,December,Kamabuye,Rice,2.88,2.42,242.0,Flat,Local Variety,Partial,Organic (Compost),21.2,No,Beans,Medium,Adequate,Yes,Yes,11.4,Clay Soil,7.13,2.34,37.8,18.5,208.9,22.9,66.0,72.4,7.4,11.4,96.1,20.02
